statefips,countyfips,metrofips,display_level,geo_area,year,initiative,naics_title,naics_code,jobs
00,000,18020,2,Columbus MSA,2023,TechPoint,Electronic Connector Manufacturing,334417,142.501413045
00,000,18020,2,Columbus MSA,2023,TechPoint,Computer Systems Design Services,541512,113.181513923
00,000,18020,2,Columbus MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,47.7315157384
00,000,18020,2,Columbus MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,28.0424658622
00,000,18020,2,Columbus MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,27.0637176375
00,000,18020,2,Columbus MSA,2023,TechPoint,Software Publishers,513210,26.6581250779
00,000,18020,2,Columbus MSA,2023,TechPoint,Newspaper Publishers,513110,20.8000904596
00,000,18020,2,Columbus MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,9.75
00,000,18020,2,Columbus MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,9.60689072987
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Motor Vehicle Body and Trailer Manufacturing,3362,31074.807435408
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Plastics Product Manufacturing,3261,4392.1666663227925
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,3982.166666404
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Other Wood Product Manufacturing,3219,3360.5833331359
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,2859.0485067578
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,2685.0016155272
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Ship and Boat Building,3366,2570.99606733
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Architectural and Structural Metals Manufacturing,3323,1854.2499999409
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,Other Fabricated Metal Product Manufacturing,3329,1574.58333393252
00,000,21140,2,Elkhart-Goshen MSA,2023,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1559.97262295297
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Meat Processed from Carcasses,311612,714.134051421
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Commercial Bakeries,311812,247.757195085
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Animal Production and Aquaculture,112000,231.16630263
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Poultry Processing,311615,203.949281428
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Farm Machinery and Equipment Manufacturing,333111,159.553963764
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Meat and Meat Product Merchant Wholesalers,424470,143.406451722
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,128.005536599
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Crop Production,111000,114.331218658
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,107.907866302
00,000,21140,3,Elkhart-Goshen MSA,2023,AgriNovus,Farm Supplies Merchant Wholesalers,424910,77.5131139154
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,107.420092372818
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,89.8796017414
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,73.3827128617
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,65.4210681445976
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,48.7246146203
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,26.1740019992389
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Artificial and Synthetic Fibers and Filaments Manufacturing,325220,25.2673961311
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Medical Laboratories,621511,14.2098620133
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Testing Laboratories and Services,541380,9.3162665331668
00,000,21140,2,Elkhart-Goshen MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,6.76734875963586
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Motor Vehicle Body and Trailer Manufacturing,3362,31074.807435408
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Plastics Product Manufacturing,3261,4392.1666663227925
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,3982.166666404
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Other Wood Product Manufacturing,3219,3196.4166664688996
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Motor Vehicle Parts Manufacturing,3363,2859.0485067578
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Ship and Boat Building,3366,2570.99606733
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Architectural and Structural Metals Manufacturing,3323,1854.2499999409
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Other Fabricated Metal Product Manufacturing,3329,1573.43774418877
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1559.97262295297
00,000,21140,3,Elkhart-Goshen MSA,2023,Conexus,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,1144.9610667271
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,287.627279527
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Computer Systems Design Services,541512,161.978675984
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,96.6102982167
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",334512,92.8076506304
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Custom Computer Programming Services,541511,88.2924815223
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,77.1859759876
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Book Publishers,513130,63.9145246829
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Totalizing Fluid Meter and Counting Device Manufacturing,334514,55.8690857218
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Telecommunications Resellers,517121,48.9812955923
00,000,21140,2,Elkhart-Goshen MSA,2023,TechPoint,Analytical Laboratory Instrument Manufacturing,334516,48.7246146203
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,Plastics Product Manufacturing,3261,4012.23910067361
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,3733.43120299572
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,Warehousing and Storage,4931,2902.46911621648
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,Depository Credit Intermediation,5221,1691.165271545
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1348.212426647983
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,1334.6635777559002
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,Alumina and Aluminum Production and Processing,3313,1305.91373327903
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,1274.19864314
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,1210.82583444906
00,000,21780,2,Evansville MSA,2023,Advanced & Traded Industries,General Freight Trucking,4841,1135.474828295
00,000,21780,3,Evansville MSA,2023,AgriNovus,Specialty Canning,311422,666.274270527
00,000,21780,3,Evansville MSA,2023,AgriNovus,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,647.922149562
00,000,21780,3,Evansville MSA,2023,AgriNovus,All Other Miscellaneous Food Manufacturing,311999,576.006865306
00,000,21780,3,Evansville MSA,2023,AgriNovus,Commercial Bakeries,311812,452.758565378
00,000,21780,3,Evansville MSA,2023,AgriNovus,Meat Processed from Carcasses,311612,219.830707968
00,000,21780,3,Evansville MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,203.893914201
00,000,21780,3,Evansville MSA,2023,AgriNovus,Ethyl Alcohol Manufacturing,325193,199.294885556
00,000,21780,3,Evansville MSA,2023,AgriNovus,Crop Production,111000,197.564690057
00,000,21780,3,Evansville MSA,2023,AgriNovus,Farm Supplies Merchant Wholesalers,424910,177.122580341
00,000,21780,3,Evansville MSA,2023,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,165.937416928
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,1274.19864314
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Ethyl Alcohol Manufacturing,325193,199.294885556
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,149.491457807804
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Medical Laboratories,621511,95.5946044332
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,48.783418632033
00,000,21780,2,Evansville MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,40.8043275571602
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,39.9137715923
00,000,21780,2,Evansville MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,28.447340530367494
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Testing Laboratories and Services,541380,12.826047286096
00,000,21780,2,Evansville MSA,2023,BioCrossroads,Nitrogenous Fertilizer Manufacturing,325311,7.14073152773
00,000,21780,3,Evansville MSA,2023,Conexus,Plastics Product Manufacturing,3261,4012.23910067361
00,000,21780,3,Evansville MSA,2023,Conexus,Warehousing and Storage,4931,2902.46911621648
00,000,21780,3,Evansville MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1348.212426647983
00,000,21780,3,Evansville MSA,2023,Conexus,Alumina and Aluminum Production and Processing,3313,1305.91373327903
00,000,21780,3,Evansville MSA,2023,Conexus,Pharmaceutical and Medicine Manufacturing,3254,1274.19864314
00,000,21780,3,Evansville MSA,2023,Conexus,General Freight Trucking,4841,1135.474828295
00,000,21780,3,Evansville MSA,2023,Conexus,Specialized Freight Trucking,4842,802.279166257
00,000,21780,3,Evansville MSA,2023,Conexus,Couriers and Express Delivery Services,4921,672.973069068
00,000,21780,3,Evansville MSA,2023,Conexus,Fruit and Vegetable Preserving and Specialty Food Manufacturing,3114,666.274270527
00,000,21780,3,Evansville MSA,2023,Conexus,Dairy Product Manufacturing,3115,647.922149562
00,000,21780,2,Evansville MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,365.409075404
00,000,21780,2,Evansville MSA,2023,TechPoint,Computer Systems Design Services,541512,363.842589824
00,000,21780,2,Evansville MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,279.249395674
00,000,21780,2,Evansville MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,253.994725448
00,000,21780,2,Evansville MSA,2023,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,218.863869926
00,000,21780,2,Evansville MSA,2023,TechPoint,Custom Computer Programming Services,541511,171.777725352
00,000,21780,2,Evansville MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,142.828820834
00,000,21780,2,Evansville MSA,2023,TechPoint,Computer Facilities Management Services,541513,98.5853425445
00,000,21780,2,Evansville MSA,2023,TechPoint,Book Publishers,513130,58.8416593445
00,000,21780,2,Evansville MSA,2023,TechPoint,Telecommunications Resellers,517121,48.8376820307
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Motor Vehicle Manufacturing,3361,4378.33143964
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,General Freight Trucking,4841,3893.611220483
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Insurance Carriers,5241,3578.9596039533003
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,3564.7547422370103
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Plastics Product Manufacturing,3261,3291.968352335683
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Warehousing and Storage,4931,3148.1464617231
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,2372.9529431225
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,2273.5653455412535
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,Depository Credit Intermediation,5221,2116.9800170619997
00,000,23060,2,Fort Wayne MSA,2023,Advanced & Traded Industries,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",3345,2103.80244189113
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Other Snack Food Manufacturing,311919,802.095809051
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,540.530230568
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Fluid Milk Manufacturing,311511,505.733357131
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,320.047238841
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Ice Cream and Frozen Dessert Manufacturing,311520,317.599970822
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Animal Production and Aquaculture,112000,236.415964569
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Crop Production,111000,208.039349915
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Farm Supplies Merchant Wholesalers,424910,205.289855258
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Cookie and Cracker Manufacturing,311821,205.080695545
00,000,23060,3,Fort Wayne MSA,2023,AgriNovus,Retail Bakeries,311811,183.5
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,768.228006009
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,387.343312175
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,225.816131667728
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,173.264637837752
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,101.002885566612
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Medical Laboratories,621511,86.8935105945
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,85.1685780425157
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,62.8048774277
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Testing Laboratories and Services,541380,27.880955599508
00,000,23060,2,Fort Wayne MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,27.2434300328
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Motor Vehicle Manufacturing,3361,4378.33143964
00,000,23060,3,Fort Wayne MSA,2023,Conexus,General Freight Trucking,4841,3893.611220483
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Motor Vehicle Parts Manufacturing,3363,3564.75474223701
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Plastics Product Manufacturing,3261,3291.9683523356825
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Warehousing and Storage,4931,3148.1464617231
00,000,23060,3,Fort Wayne MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1756.51965353157
00,000,23060,3,Fort Wayne MSA,2023,Conexus,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",3327,1573.3333327382002
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Rubber Product Manufacturing,3262,1537.830637064945
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Other Miscellaneous Manufacturing,3399,1529.3897467303002
00,000,23060,3,Fort Wayne MSA,2023,Conexus,Steel Product Manufacturing from Purchased Steel,3312,1508.6338003932
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Other Measuring and Controlling Device Manufacturing,334519,1129.6846825
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,853.649446291
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,635.330526572
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Computer Systems Design Services,541512,553.150551385
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,538.285267833
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Custom Computer Programming Services,541511,526.81662531
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,366.499167183
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,223.823193077
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,175.638263381
00,000,23060,2,Fort Wayne MSA,2023,TechPoint,Other Computer Related Services,541519,144.291084572
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,Warehousing and Storage,4931,39984.0756878411
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,19934.201125024
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,Insurance Carriers,5241,17183.710378276
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,16319.183022934
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,15568.727354041
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,Couriers and Express Delivery Services,4921,15125.0937177
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,General Freight Trucking,4841,14952.522337
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,Management of Companies and Enterprises,5511,13514.6182761942
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,10639.660314326
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,10350.4595493393
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,2062.98143309
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Crop Production,111000,1878.42204295
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Refrigerated Warehousing and Storage,493120,1876.58746431
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Soft Drink Manufacturing,312111,1571.69105597
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,424820,1477.0957553
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Commercial Bakeries,311812,1350.26227066
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,"Frozen Cakes, Pies, and Other Pastries Manufacturing",311813,1238.98736205
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Fluid Milk Manufacturing,311511,1084.36594066
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,981.140912686
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,AgriNovus,Fruit and Vegetable Canning,311421,838.470411082
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,13537.1765036
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Medical Laboratories,621511,3435.74809239
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,3324.6104447520197
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,2733.17402216
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,1481.02866925
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,1374.98714819988
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,1257.51407611
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,1008.71552055069
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Wet Corn Milling and Starch Manufacturing,311221,700.781605182
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,694.2280567044079
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Warehousing and Storage,4931,39984.0756878411
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Pharmaceutical and Medicine Manufacturing,3254,16319.183022933998
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Couriers and Express Delivery Services,4921,15125.0937177
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,General Freight Trucking,4841,14952.522337
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Motor Vehicle Parts Manufacturing,3363,9928.516388126
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,8191.392082365
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,7632.9600111582
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,"Management, Scientific, and Technical Consulting Services",5416,5179.39757047
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Printing and Related Support Activities,3231,4761.71965700922
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2023,Conexus,Grocery and Related Product Merchant Wholesalers,4244,4564.9727227278
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Computer Systems Design Services,541512,10158.0153208
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Custom Computer Programming Services,541511,8708.66252463
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,1998.41766634
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,1802.63320922
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,1383.65810249
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Software Publishers,513210,1214.93676916
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,1132.024043
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Wired Telecommunications Carriers,517111,1033.69995613
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Book Publishers,513130,832.416425833
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2023,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,794.098035957
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,7592.482166298323
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Depository Credit Intermediation,5221,401.06708346196
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Couriers and Express Delivery Services,4921,342.827660104
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Plastics Product Manufacturing,3261,299.175266794
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Nonferrous Metal (except Aluminum) Production and Processing,3314,261.660537065
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,237.5298054153
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,General Freight Trucking,4841,236.4696854649
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Fruit and Vegetable Preserving and Specialty Food Manufacturing,3114,220.806046462
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,Metalworking Machinery Manufacturing,3335,189.988360063674
00,000,29020,2,Kokomo MSA,2023,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,155.6188086487
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Frozen Specialty Food Manufacturing,311412,220.806046462
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Beer and Ale Merchant Wholesalers,424810,133.27108474
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Soft Drink Manufacturing,312111,79.434957704
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,75.3930906547
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Animal Production and Aquaculture,112000,53.2496687136
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Crop Production,111000,42.916640661
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Grain and Field Bean Merchant Wholesalers,424510,39.1922580566
00,000,29020,3,Kokomo MSA,2023,AgriNovus,General Line Grocery Merchant Wholesalers,424410,26.4291138348
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Retail Bakeries,311811,23.0265608698
00,000,29020,3,Kokomo MSA,2023,AgriNovus,Farm Labor Contractors and Crew Leaders,115115,16.4731046516
