statefips,countyfips,metrofips,display_level,geo_area,year,initiative,naics_title,naics_code,jobs
00,000,17140,3,Cincinnati MSA,2024,Conexus,Couriers and Express Delivery Services,4921,11281.2785163
00,000,17140,3,Cincinnati MSA,2024,Conexus,Motor Vehicle Parts Manufacturing,3363,9567.223566298
00,000,17140,3,Cincinnati MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,7749.147581784001
00,000,17140,3,Cincinnati MSA,2024,Conexus,General Freight Trucking,4841,7615.03345371
00,000,17140,3,Cincinnati MSA,2024,Conexus,Grocery and Related Product Merchant Wholesalers,4244,6953.841912242471
00,000,17140,3,Cincinnati MSA,2024,Conexus,Other Food Manufacturing,3119,6819.5899852576995
00,000,17140,3,Cincinnati MSA,2024,Conexus,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,5816.139436035599
00,000,17140,3,Cincinnati MSA,2024,Conexus,Converted Paper Product Manufacturing,3222,5767.701394419
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Commercial Banking,522110,12170.6331384
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Direct Property and Casualty Insurance Carriers,524126,7891.50123401
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,7034.09017797
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Direct Health and Medical Insurance Carriers,524114,4453.44907312
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,3753.46178475
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,3063.6772053
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Direct Life Insurance Carriers,524113,2554.50527148
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",522320,2301.29815099
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Third-Party Administration of Insurance and Pension Funds,524292,1728.98812632
00,000,17140,2,Cincinnati MSA,2024,Finance & Insurance,Credit Unions,522130,1669.01265967
00,000,17140,2,Cincinnati MSA,2024,Healthcare,General Medical and Surgical Hospitals,622110,52912.9028229
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,21162.5547023
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,15897.1941577
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Home Health Care Services,621610,8808.18535379
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Offices of Dentists,621210,6332.63485909
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Outpatient Mental Health and Substance Abuse Centers,621420,4154.49052083
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Residential Intellectual and Developmental Disability Facilities,623210,2509.99130813
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Medical Laboratories,621511,2298.19428929
00,000,17140,2,Cincinnati MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,2178.83644176
00,000,17140,2,Cincinnati MSA,2024,Healthcare,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,1641.50962422
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Custom Computer Programming Services,541511,6189.52994183
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Computer Systems Design Services,541512,5314.73715533
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,2986.7771176
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Software Publishers,513210,2816.23813957
00,000,17140,2,Cincinnati MSA,2024,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,1706.4110667099999
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Other Computer Related Services,541519,951.018355239
00,000,17140,2,Cincinnati MSA,2024,TechPoint,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,870.064570739
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,747.752383091
00,000,17140,2,Cincinnati MSA,2024,TechPoint,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,605.530736007
00,000,17140,2,Cincinnati MSA,2024,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,600.577921516
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,8688.78683073626
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,4111.638058461
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,Other General Purpose Machinery Manufacturing,3339,1467.99045177278
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",3327,949.1666667105
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,734.713165477158
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,Plastics Product Manufacturing,3261,708.5833415376001
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,Management of Companies and Enterprises,5511,665.4753663294799
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,551.994480680166
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,Animal Slaughtering and Processing,3116,536.11491135104
00,000,18020,2,Columbus MSA,2024,Advanced & Traded Industries,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,533.441129158
00,000,18020,3,Columbus MSA,2024,AgriNovus,Meat Processed from Carcasses,311612,531.090060434
00,000,18020,3,Columbus MSA,2024,AgriNovus,Fluid Milk Manufacturing,311511,84.5821378905
00,000,18020,3,Columbus MSA,2024,AgriNovus,Crop Production,111000,54.5836079177
00,000,18020,3,Columbus MSA,2024,AgriNovus,Breweries,312120,38.2318726688
00,000,18020,3,Columbus MSA,2024,AgriNovus,General Line Grocery Merchant Wholesalers,424410,31.640600678
00,000,18020,3,Columbus MSA,2024,AgriNovus,Farm Supplies Merchant Wholesalers,424910,26.1875092267
00,000,18020,3,Columbus MSA,2024,AgriNovus,Grain and Field Bean Merchant Wholesalers,424510,24.5895518327
00,000,18020,3,Columbus MSA,2024,AgriNovus,Distilleries,312140,20.1352607655
00,000,18020,3,Columbus MSA,2024,AgriNovus,Beer and Ale Merchant Wholesalers,424810,17.290054202
00,000,18020,3,Columbus MSA,2024,AgriNovus,Meat and Meat Product Merchant Wholesalers,424470,15.8873804444
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,178.261778739
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,120.592187611
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Medical Laboratories,621511,48.2708707771
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Testing Laboratories and Services,541380,37.539990385900005
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,22.1022577873348
00,000,18020,2,Columbus MSA,2024,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,10.7901866647515
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Dental Equipment and Supplies Manufacturing,339114,10.7586452844
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Research and Development in Nanotechnology,541713,7.504607711484
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,2.51827919362602
00,000,18020,2,Columbus MSA,2024,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,1.93898924599
00,000,18020,3,Columbus MSA,2024,Conexus,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,8687.5850321
00,000,18020,3,Columbus MSA,2024,Conexus,Motor Vehicle Parts Manufacturing,3363,4111.638058461
00,000,18020,3,Columbus MSA,2024,Conexus,Other General Purpose Machinery Manufacturing,3339,1074.06632388978
00,000,18020,3,Columbus MSA,2024,Conexus,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",3327,949.1666667105
00,000,18020,3,Columbus MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,734.713165477158
00,000,18020,3,Columbus MSA,2024,Conexus,Plastics Product Manufacturing,3261,708.5833415376001
00,000,18020,3,Columbus MSA,2024,Conexus,Animal Slaughtering and Processing,3116,536.11491135104
00,000,18020,3,Columbus MSA,2024,Conexus,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,533.441129158
00,000,18020,3,Columbus MSA,2024,Conexus,Converted Paper Product Manufacturing,3222,423.0489577885
00,000,18020,3,Columbus MSA,2024,Conexus,Other General Purpose Machinery Manufacturing,3339,393.924127883
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Credit Unions,522130,287.18710798
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,259.174550665
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Commercial Banking,522110,158.144553604
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Direct Health and Medical Insurance Carriers,524114,123.103767973
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,63.9272112129
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Direct Property and Casualty Insurance Carriers,524126,46.0445386941
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,42.5036353815
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,"International, Secondary Market, and All Other Nondepository Credit Intermediation",522299,25.2724784756
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,"Trust, Fiduciary, and Custody Activities",523991,22.4893853813
00,000,18020,2,Columbus MSA,2024,Finance & Insurance,All Other Insurance Related Activities,524298,21.324922977
00,000,18020,2,Columbus MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,905.480784504
00,000,18020,2,Columbus MSA,2024,Healthcare,Home Health Care Services,621610,619.974815874
00,000,18020,2,Columbus MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,437.371747426
00,000,18020,2,Columbus MSA,2024,Healthcare,Outpatient Mental Health and Substance Abuse Centers,621420,416.736520814
00,000,18020,2,Columbus MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,361.898929148
00,000,18020,2,Columbus MSA,2024,Healthcare,Offices of Dentists,621210,348.467882487
00,000,18020,2,Columbus MSA,2024,Healthcare,Ambulance Services,621910,83.130812521
00,000,18020,2,Columbus MSA,2024,Healthcare,Psychiatric and Substance Abuse Hospitals,622210,77.4983277683
00,000,18020,2,Columbus MSA,2024,Healthcare,Offices of Mental Health Practitioners (except Physicians),621330,48.8333333333
00,000,18020,2,Columbus MSA,2024,Healthcare,Medical Laboratories,621511,48.2708707771
00,000,18020,2,Columbus MSA,2024,TechPoint,Custom Computer Programming Services,541511,364.208082569
00,000,18020,2,Columbus MSA,2024,TechPoint,Computer Systems Design Services,541512,107.040421772
00,000,18020,2,Columbus MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,45.8812562843
00,000,18020,2,Columbus MSA,2024,TechPoint,Newspaper Publishers,513110,33.320608486
00,000,18020,2,Columbus MSA,2024,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,26.4071748236
00,000,18020,2,Columbus MSA,2024,TechPoint,Other Measuring and Controlling Device Manufacturing,334519,26.221928487
00,000,18020,2,Columbus MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,24.7829220819
00,000,18020,2,Columbus MSA,2024,TechPoint,Software Publishers,513210,16.9509501629
00,000,18020,2,Columbus MSA,2024,TechPoint,Electronic Connector Manufacturing,334417,16.263267858
00,000,18020,2,Columbus MSA,2024,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,11
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Motor Vehicle Body and Trailer Manufacturing,3362,28791.083061948004
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Plastics Product Manufacturing,3261,3938.4166581805
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,3765.666666597
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Other Wood Product Manufacturing,3219,3268.4166666810997
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,2642.73614951599
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Management of Companies and Enterprises,5511,2595.7033530186
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Ship and Boat Building,3366,1961.77364075
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Architectural and Structural Metals Manufacturing,3323,1874.3333322381
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Other Fabricated Metal Product Manufacturing,3329,1563.99999993964
00,000,21140,2,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1548.01004277762
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Meat Processed from Carcasses,311612,615.910385131
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Poultry Processing,311615,333.006281661
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Animal Production and Aquaculture,112000,299.583035047
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Commercial Bakeries,311812,235.387902078
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,142.928258892
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Meat and Meat Product Merchant Wholesalers,424470,117.841211573
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Crop Production,111000,106.24998974
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Poultry and Poultry Product Merchant Wholesalers,424440,99.6512141067
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Roasted Nuts and Peanut Butter Manufacturing,311911,94.5475849335
00,000,21140,3,Elkhart-Goshen MSA,2024,AgriNovus,Farm Machinery and Equipment Manufacturing,333111,82.486351479
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,88.3656135864
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,72.7513095744567
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,65.7174160137364
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,65.353853771
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,59.1481941096
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,31.7688767393
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Artificial and Synthetic Fibers and Filaments Manufacturing,325220,27.5015556731
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,27.196420225652098
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Medical Laboratories,621511,17.6346069872
00,000,21140,2,Elkhart-Goshen MSA,2024,BioCrossroads,Testing Laboratories and Services,541380,8.2575165127988
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Motor Vehicle Body and Trailer Manufacturing,3362,28791.083061948004
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Plastics Product Manufacturing,3261,3938.4166581805
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,3765.666666597
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Other Wood Product Manufacturing,3219,3111.2500000141
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Motor Vehicle Parts Manufacturing,3363,2642.73614951599
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Ship and Boat Building,3366,1961.77364075
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Architectural and Structural Metals Manufacturing,3323,1874.3333322381
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Other Fabricated Metal Product Manufacturing,3329,1563.99999993964
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1548.01004277762
00,000,21140,3,Elkhart-Goshen MSA,2024,Conexus,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,1247.1268330275002
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Credit Unions,522130,545.324740522
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Commercial Banking,522110,444.507586679
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Direct Health and Medical Insurance Carriers,524114,235.831290333
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,207.74340812
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Sales Financing,522220,111.743974326
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,108.769105925
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Real Estate Credit,522292,37.8516553349
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Other Activities Related to Credit Intermediation,522390,36.9581789502
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,34.9166666667
00,000,21140,2,Elkhart-Goshen MSA,2024,Finance & Insurance,Direct Title Insurance Carriers,524127,25.0139696996
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,General Medical and Surgical Hospitals,622110,3414.1434108
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,1943.13903269
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,1164.85160824
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Offices of Dentists,621210,514.625013321
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Residential Mental Health and Substance Abuse Facilities,623220,266.307598456
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Psychiatric and Substance Abuse Hospitals,622210,197.41369287
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Outpatient Mental Health and Substance Abuse Centers,621420,174.070651885
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,173.943245541
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Home Health Care Services,621610,150.292358129
00,000,21140,2,Elkhart-Goshen MSA,2024,Healthcare,Offices of Chiropractors,621310,128.902821234
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,194.028168382
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Computer Systems Design Services,541512,166.692689844
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",334512,122.678101644
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,104.491070824
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,95.62107099
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Custom Computer Programming Services,541511,80.3601669835
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Book Publishers,513130,68.9257887882
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Other Electronic Component Manufacturing,334419,64.3079990666
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Telecommunications Resellers,517121,62.1178105091
00,000,21140,2,Elkhart-Goshen MSA,2024,TechPoint,Analytical Laboratory Instrument Manufacturing,334516,59.1481941096
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,Plastics Product Manufacturing,3261,4096.8062230304795
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,Management of Companies and Enterprises,5511,3575.598685530629
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,Warehousing and Storage,4931,2785.94112679863
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,Depository Credit Intermediation,5221,1649.5250701629998
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,Alumina and Aluminum Production and Processing,3313,1602.614681330075
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1394.311621748258
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,1355.06055798165
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,1242.1453555709602
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,General Freight Trucking,4841,1177.068095387
00,000,21780,2,Evansville MSA,2024,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,1061.51590399
00,000,21780,3,Evansville MSA,2024,AgriNovus,Specialty Canning,311422,588.481523993
00,000,21780,3,Evansville MSA,2024,AgriNovus,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,547.285092691
00,000,21780,3,Evansville MSA,2024,AgriNovus,All Other Miscellaneous Food Manufacturing,311999,459.78488877
00,000,21780,3,Evansville MSA,2024,AgriNovus,Commercial Bakeries,311812,394.930187118
00,000,21780,3,Evansville MSA,2024,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,237.301727249
00,000,21780,3,Evansville MSA,2024,AgriNovus,Meat Processed from Carcasses,311612,235.69197332
00,000,21780,3,Evansville MSA,2024,AgriNovus,Crop Production,111000,175.975425758
00,000,21780,3,Evansville MSA,2024,AgriNovus,Farm Supplies Merchant Wholesalers,424910,171.516751309
00,000,21780,3,Evansville MSA,2024,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,147.500629931
00,000,21780,3,Evansville MSA,2024,AgriNovus,Flour Milling,311211,144.363123198
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,1061.51590399
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,144.760138104796
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Ethyl Alcohol Manufacturing,325193,138.776432692
00,000,21780,2,Evansville MSA,2024,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,138.477524650803
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Medical Laboratories,621511,87.3837847431
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,42.4646711641956
00,000,21780,2,Evansville MSA,2024,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,28.2979929011945
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,21.6791680898
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Testing Laboratories and Services,541380,11.5380086621632
00,000,21780,2,Evansville MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,6.15663481837
00,000,21780,3,Evansville MSA,2024,Conexus,Plastics Product Manufacturing,3261,4096.80622303048
00,000,21780,3,Evansville MSA,2024,Conexus,Warehousing and Storage,4931,2785.94112679863
00,000,21780,3,Evansville MSA,2024,Conexus,Alumina and Aluminum Production and Processing,3313,1602.614681330075
00,000,21780,3,Evansville MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1394.311621748258
00,000,21780,3,Evansville MSA,2024,Conexus,General Freight Trucking,4841,1177.068095387
00,000,21780,3,Evansville MSA,2024,Conexus,Pharmaceutical and Medicine Manufacturing,3254,1061.51590399
00,000,21780,3,Evansville MSA,2024,Conexus,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",3252,1014.53011958
00,000,21780,3,Evansville MSA,2024,Conexus,Couriers and Express Delivery Services,4921,846.181170307
00,000,21780,3,Evansville MSA,2024,Conexus,Specialized Freight Trucking,4842,793.399512954
00,000,21780,3,Evansville MSA,2024,Conexus,"Paint, Coating, and Adhesive Manufacturing",3255,618.7176526016
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,1136.54186793
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Credit Unions,522130,848.613298504
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Commercial Banking,522110,505.679432568
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Savings Institutions and Other Depository Credit Intermediation,522180,295.232339091
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,242.561230595
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Third-Party Administration of Insurance and Pension Funds,524292,196.475447837
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,179.134789823
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",522320,102.597083054
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Other Activities Related to Credit Intermediation,522390,71.3599602892
00,000,21780,2,Evansville MSA,2024,Finance & Insurance,Mortgage and Nonmortgage Loan Brokers,522310,65.3830117136
00,000,21780,2,Evansville MSA,2024,Healthcare,General Medical and Surgical Hospitals,622110,8026.6990462
00,000,21780,2,Evansville MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,3370.14015662
00,000,21780,2,Evansville MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,2337.92306823
00,000,21780,2,Evansville MSA,2024,Healthcare,Home Health Care Services,621610,1019.12845098
00,000,21780,2,Evansville MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,847.966803077
00,000,21780,2,Evansville MSA,2024,Healthcare,Offices of Dentists,621210,801.107538861
00,000,21780,2,Evansville MSA,2024,Healthcare,Offices of Mental Health Practitioners (except Physicians),621330,575.889428524
00,000,21780,2,Evansville MSA,2024,Healthcare,Outpatient Mental Health and Substance Abuse Centers,621420,465.186852438
00,000,21780,2,Evansville MSA,2024,Healthcare,Residential Mental Health and Substance Abuse Facilities,623220,336.102293742
00,000,21780,2,Evansville MSA,2024,Healthcare,Residential Intellectual and Developmental Disability Facilities,623210,269.811378789
00,000,21780,2,Evansville MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,785.670657322
00,000,21780,2,Evansville MSA,2024,TechPoint,Computer Systems Design Services,541512,353.195945582
00,000,21780,2,Evansville MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,266.38586251
00,000,21780,2,Evansville MSA,2024,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,245.246419451
